,BUS1,BUS2,BUS3,CI,G_MAG,B_MAG,WI1,WI2,WI3,WI_V,WI_A,ARE,OWN,NAME,BUS4,NAME2
2235,5421,5423,0,04,0.000,0.000,1,1,0,0.000000,0.00000,762,0,BANABU-CE230-BANABU-C,,
2236,5423,5421,0,01,0.000,0.000,1,1,0,0.000000,0.00000,763,0,BANABU-CE069-BANABU-C,,
2237,5423,5421,0,02,0.000,0.000,1,1,0,0.000000,0.00000,763,0,BANABU-CE069-BANABU-C,,
2238,5423,5424,0,01,0.000,0.000,1,1,0,0.000000,0.00000,763,0,BANABU-CE069-BNBRS--C,,
2239,5423,5424,0,02,0.000,0.000,1,1,0,0.000000,0.00000,763,0,BANABU-CE069-BNBRS--C,,
2240,5424,5426,0,01,0.000,0.000,1,1,0,0.000000,0.00000,763,0,BNBRS--CE013-BNBTIP-C,,
2241,5427,5461,5463,04,0.000,0.000,1,1,1,1.031033,72.83545,742,0,ACDT4--RN013-ACDT4--R,5425,ACDT4--RN000
2242,5430,5432,6099,01,0.000,0.000,1,1,1,1.015319,46.13082,772,0,RGONCA-PI230-RGO-T1-P,6098,RGO-T1-PI000
2243,5430,5432,44756,02,0.000,0.000,1,1,1,1.015269,46.13480,772,0,RGONCA-PI230-RGO-T2-P,44755,RGO-T2-PI000
2244,5431,5433,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,RUSSAS-CE230-RUSSAS-C,,
2245,5431,5433,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,RUSSAS-CE230-RUSSAS-C,,
2246,5431,5433,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,RUSSAS-CE230-RUSSAS-C,,
2247,5434,5438,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ARACT2-CE230-ARACT2-C,,
2248,5434,5438,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ARACT2-CE230-ARACT2-C,,
2249,5430,5436,5464,01,0.000,0.000,1,1,1,1.022256,46.04126,771,0,RGOATR-PI000-RGONCA-P,5465,RGOATR-PI000
2250,5441,5443,43992,01,0.000,0.000,1,1,1,1.014420,68.94956,742,0,MOSSO2-RN230-MSDT1--R,5442,MSDT1--RN000
2251,5441,5443,0,03,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MOSSO2-RN230-MSD----R,,
2252,5441,5443,0,04,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MOSSO2-RN230-MSD----R,,
2253,5441,5443,5445,02,0.000,0.000,1,1,1,1.015221,68.94739,742,0,MOSSO2-RN230-MSDT2--R,5444,MSDT2--RN000
2254,5448,5449,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PFORMO-CE034-PFORMO-C,,
2255,5452,7037,7038,05,0.000,0.000,1,1,1,1.021946,63.99461,762,0,FORTAL-CE230-FTZCER-C,5450,FTZCER-CE000
2256,5451,5458,42333,01,0.000,0.000,1,1,1,0.996886,66.05901,761,0,FTZ2---CE500-FTD5T1-C,42332,FTD5T1-CE000
2257,5451,5458,42335,02,0.000,0.000,1,1,1,1.001550,66.10963,761,0,FTZ2---CE500-FTD5T2-C,42334,FTD5T2-CE000
2258,5451,5458,42337,03,0.000,0.000,1,1,1,1.007329,65.25332,761,0,FTZ2---CE500-FTD5T3-C,42336,FTD5T3-CE000
2259,5451,5458,42339,04,0.000,0.000,1,1,1,1.019042,65.45043,761,0,FTZ2---CE500-FTD5T4-C,42338,FTD5T4-CE000
2260,5452,5453,5456,04,0.000,0.000,1,1,1,1.009062,61.79523,762,0,FORTAL-CE230-FTZT4--C,5386,FTZT4--CE000
2261,5452,5453,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,FORTAL-CE230-FORTAL-C,,
2262,5452,5453,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,FORTAL-CE230-FORTAL-C,,
2263,5452,5453,0,05,0.000,0.000,1,1,0,0.000000,0.00000,762,0,FORTAL-CE230-FORTAL-C,,
2264,5461,5463,0,06,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ACU2---RN230-ACU2---R,,
2265,5461,5463,0,07,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ACU2---RN230-ACU2---R,,
2266,5461,5468,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ACU2---RN230-ACU2---R,,
2267,5461,5468,0,03,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ACU2---RN230-ACU2---R,,
2268,5462,5466,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,UT-JSP-RN230-UJSP--UT,,
2269,5462,5467,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,UT-JSP-RN230-TACU--UT,,
2270,5470,5477,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MIASS3-RN230-MIASS3-R,,
2271,5471,5473,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,D.GOUV-CE230-D.GOUV-C,,
2272,5471,5473,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,D.GOUV-CE230-D.GOUV-C,,
2273,5471,5473,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,D.GOUV-CE230-D.GOUV-C,,
2274,5471,5473,0,04,0.000,0.000,1,1,0,0.000000,0.00000,762,0,D.GOUV-CE230-D.GOUV-C,,
2275,5474,5475,5476,01,0.000,0.000,1,1,1,1.014411,72.54855,743,0,S.MATO-RN138-SMDT1--R,5478,SMDT1--RN000
2276,5480,9516,0,03,0.000,0.000,1,1,0,0.000000,0.00000,761,0,SOBRA3-CE500-SOBRALCE,,
2277,5480,5488,42341,01,0.000,0.000,1,1,1,1.031687,61.69524,761,0,SOBRA3-CE500-SBT-T1-C,42340,SBT-T1-CE000
2278,5480,5488,42343,02,0.000,0.000,1,1,1,1.036233,61.71163,761,0,SOBRA3-CE500-SBT-T2-C,42342,SBT-T2-CE000
2279,5481,5483,5485,01,0.000,0.000,1,1,1,0.998656,56.01098,762,0,SBD----CE230-SBDT1--C,5482,SBDT1--CE000
2280,5481,5483,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,SBD----CE230-SOBRAL-C,,
2281,5481,5483,0,04,0.000,0.000,1,1,0,0.000000,0.00000,762,0,SBD----CE230-SOBRAL-C,,
2282,5481,5483,5487,02,0.000,0.000,1,1,1,1.003524,56.01619,762,0,SBD----CE230-SBDT2--C,5484,SBDT2--CE000
2283,5486,5489,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ACARAU-CE230-AUDC2--C,,
2284,5486,6112,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ACARAU-CE230-ACARAU-C,,
2285,5486,6676,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ACARAU-CE230-CATAVE-C,,
2286,5486,6112,42259,02,0.000,0.000,1,1,1,1.030015,63.08048,762,0,ACARAU-CE230-AUD-T2-C,42258,AUD-T2-CE000
2287,5491,5492,0,04,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PIRIPI-PI230-PIRIPI-P,,
2288,5491,5492,0,05,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PIRIPI-PI230-PIRIPI-P,,
2289,5491,5492,0,07,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PIRIPI-PI230-PIRIPI-P,,
2290,5491,5493,0,02,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PIRIPI-PI230-PIRIPI-P,,
2291,5491,5493,0,03,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PIRIPI-PI230-PIRIPI-P,,
2292,5491,5493,5494,01,0.000,0.000,1,1,1,1.012583,51.43348,772,0,PIRIPI-PI230-PRIT1--P,5499,PRIT1--PI000
2293,5493,5496,0,01,0.000,0.000,1,1,0,0.000000,0.00000,773,0,PIRIPI-PI069-PRI----P,,
2294,5493,5496,0,02,0.000,0.000,1,1,0,0.000000,0.00000,773,0,PIRIPI-PI069-PRI----P,,
2295,5493,5496,0,03,0.000,0.000,1,1,0,0.000000,0.00000,773,0,PIRIPI-PI069-PRI----P,,
2296,5500,5502,44002,01,0.000,0.000,1,1,1,1.006195,52.20627,771,0,TERES2-PI500-TSD-T1-P,44001,TSD-T1-PI000
2297,5500,5502,44004,02,0.000,0.000,1,1,1,1.006654,52.20147,771,0,TERES2-PI500-TSD-T2-P,44003,TSD-T2-PI000
2298,5500,5502,44006,04,0.000,0.000,1,1,1,1.001810,52.07542,771,0,TERES2-PI500-TSD-T4-P,44005,TSD-T4-PI000
2299,5500,5502,44904,05,0.000,0.000,1,1,1,1.019576,51.96483,771,0,TERES2-PI500-TSD-T5-P,44903,TSD-T5-PI000
2300,5501,5503,0,03,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TERESI-P,,
2301,5501,5503,0,04,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TERESI-P,,
2302,5501,5503,0,05,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TERESI-P,,
2303,5501,5503,0,06,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TERESI-P,,
2304,5501,5503,0,07,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TERESI-P,,
2305,5501,5505,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TSAT1--P,,
2306,5501,5506,0,02,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERESI-PI230-TSAT2--P,,
2307,5502,5509,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,TERES2-PI230-TERESISI,,
2308,5502,5677,8467,09,0.000,0.000,1,1,1,0.997493,50.73506,772,0,TERES2-PI230-TSD-T9-P,8471,TSD-T9-PI000
2309,5502,5677,8468,10,0.000,0.000,1,1,1,0.998047,50.81545,772,0,TERES2-PI230-TSDT10-P,8472,TSDT10-PI000
2310,5510,5511,43981,01,0.000,0.000,1,1,1,1.030602,53.13373,771,0,B.ESPE-PI500-BEA-T1-P,43980,BEA-T1-PI000
2311,5511,5678,8469,05,0.000,0.000,1,1,1,1.001458,51.46255,772,0,B.ESPE-PI230-BEA-T5-P,8473,BEA-T5-PI000
2312,5511,5678,8470,06,0.000,0.000,1,1,1,1.001443,51.45755,772,0,B.ESPE-PI230-BEA-T6-P,8474,BEA-T6-PI000
2313,5519,5518,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ALG----RN034-ALEGRI-R,,
2314,5519,5518,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,ALG----RN034-ALEGRI-R,,
2315,5525,5526,42261,01,0.000,0.000,1,1,1,0.984400,46.08087,862,0,C.NETO-MA230-CNT-T1-M,42260,CNT-T1-MA000
2316,5525,5526,42263,02,0.000,0.000,1,1,1,0.984391,46.07574,862,0,C.NETO-MA230-CNT-T2-M,42262,CNT-T2-MA000
2317,5529,8963,44118,01,0.000,0.000,1,1,1,0.978728,44.67671,864,0,CAXIA2-MA069-CXD-T1-M,8961,CXD-T1-MA000
2318,5529,8964,44118,02,0.000,0.000,1,1,1,0.978851,44.67873,864,0,CAXIA2-MA069-CXD-T2-M,8962,CXD-T2-MA000
2319,5531,5532,5533,02,0.000,0.000,1,1,1,0.979238,43.15717,862,0,PERITO-MA230-PRTF62-M,5534,PRTF62-MA000
2320,5531,5533,5535,01,0.000,0.000,1,1,1,0.979371,43.19652,862,0,PERITO-MA230-PRTF61-M,5538,PRTF61-MA000
2321,5531,5533,5616,03,0.000,0.000,1,1,1,0.979362,43.19002,862,0,PERITO-MA230-PRTF63-M,5615,PRTF63-MA000
2322,5536,5537,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ICAZIN-CE034-ICAZIN-C,,
2323,5539,5541,5542,02,0.000,0.000,1,1,1,0.991092,49.83556,862,0,MRAT62-MA013-MRAT62-M,5544,MRAT62-MA000
2324,5540,5541,5553,01,0.000,0.000,1,1,1,0.928154,51.82962,861,0,MIRAND-MA500-MIRAT1-M,5552,MIRAT1-MA000
2325,5540,5541,5835,02,0.000,0.000,1,1,1,0.940457,51.70765,861,0,MIRAND-MA500-MIRAT2-M,5834,MIRAT2-MA000
2326,5541,5543,0,02,0.000,0.000,1,1,0,0.000000,0.00000,862,0,MIRAND-MA230-MIRAND-M,,
2327,5541,5543,5545,01,0.000,0.000,1,1,1,0.994227,49.62436,862,0,MIRAND-MA230-MRTF01-M,5547,MRTF01-MA000
2328,5541,5542,5546,01,0.000,0.000,1,1,1,0.991018,49.86293,862,0,MIRAND-MA230-MRAT61-M,5549,MRAT61-MA000
2329,5541,5542,5555,03,0.000,0.000,1,1,1,0.991184,49.76756,862,0,MIRAND-MA230-MRAT63-M,5554,MRAT63-MA000
2330,5541,5543,44150,03,0.000,0.000,1,1,1,0.994103,49.59619,862,0,MIRAND-MA230-MRTF03-M,44149,MRTF03-MA000
2331,5550,5551,43972,01,0.000,0.000,1,1,1,0.922218,51.99759,861,0,SLUIS2-MA500-SLDAT1-M,6076,SLDAT1-MA000
2332,5550,5551,43973,02,0.000,0.000,1,1,1,0.921608,51.97600,861,0,SLUIS2-MA500-SLDAT2-M,6077,SLDAT2-MA000
2333,5550,5551,43974,03,0.000,0.000,1,1,1,0.921710,51.97961,861,0,SLUIS2-MA500-SLDAT3-M,6078,SLDAT3-MA000
2334,5550,5551,43975,04,0.000,0.000,1,1,1,0.926514,52.14886,861,0,SLUIS2-MA500-SLDAT4-M,6079,SLDAT4-MA000
2335,5551,9522,0,02,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS2-MA230-SLDCE1CE,,
2336,5551,9523,0,02,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS2-MA230-SLDCE2CE,,
2337,5556,5557,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,GERANO-MA230-TOC.I1UT,,
2338,5556,5558,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,GERANO-MA230-TOC.I2UT,,
2339,5556,6447,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,GERANO-MA230-NOLI1-UT,,
2340,5556,6448,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,GERANO-MA230-NOLI2-UT,,
2341,5561,5562,0,03,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS1-MA230-SLUIS2-M,,
2342,5561,5562,0,04,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS1-MA230-SLUIS2-M,,
2343,5561,5563,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS1-MA230-SLUIS1-M,,
2344,5561,5563,0,02,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS1-MA230-SLUIS1-M,,
2345,5565,5591,5593,05,0.000,0.000,1,1,1,0.999803,37.38758,863,0,IZTF65-MA013-IZTF65-M,5564,IZTF65-MA000
2346,5566,5591,5593,03,0.000,0.000,1,1,1,0.999825,37.40910,863,0,IZTF63-MA000-IZTF63-M,5568,IZTF63-MA000
2347,5567,5591,5593,04,0.000,0.000,1,1,1,0.999591,37.22003,863,0,IZTF64-MA000-IZTF64-M,5569,IZTF64-MA000
2348,5570,5571,42345,01,0.000,0.000,1,1,1,1.066858,54.31575,771,0,S.J.PI-PI500-SJPIT1-P,42344,SJPIT1-PI000
2349,5570,5571,44085,02,0.000,0.000,1,1,1,1.066858,54.31575,771,0,S.J.PI-PI500-SJPIT2-P,44084,SJPIT2-PI000
2350,5570,5571,45047,03,0.000,0.000,1,1,1,1.066858,54.31575,771,0,S.J.PI-PI500-SJPIT3-P,45046,SJPIT3-PI000
2351,5571,5573,0,02,0.000,0.000,1,1,0,0.000000,0.00000,772,0,S.J.PI-PI230-S.J.PI-P,,
2352,5571,5573,0,03,0.000,0.000,1,1,0,0.000000,0.00000,772,0,S.J.PI-PI230-S.J.PI-P,,
2353,5571,5573,0,04,0.000,0.000,1,1,0,0.000000,0.00000,772,0,S.J.PI-PI230-S.J.PI-P,,
2354,5579,5581,5583,04,0.000,0.000,1,1,1,0.989104,46.00062,862,0,PDTF64-MA013-PDTF64-M,5587,PDTF64-MA000
2355,5580,5581,5585,01,0.000,0.000,1,1,1,0.931404,48.89551,861,0,P.DUTR-MA500-PDDATR-M,5588,PDDATR-MA000
2356,5581,5586,44074,01,0.000,0.000,1,1,1,0.969163,48.58900,862,0,P.DUTR-MA230-PDDCS1-M,5582,PDDCS1-MA000
2357,5581,5583,5584,01,0.000,0.000,1,1,1,0.991297,46.92154,862,0,P.DUTR-MA230-PDTF61-M,5589,PDTF61-MA000
2358,5581,5583,5618,05,0.000,0.000,1,1,1,0.988876,45.90791,862,0,P.DUTR-MA230-PDTF65-M,5617,PDTF65-MA000
2359,5581,5583,44720,06,0.000,0.000,1,1,1,0.989356,45.90528,862,0,P.DUTR-MA230-PDTF66-M,44719,PDTF66-MA000
2360,5590,5591,5592,02,0.000,0.000,1,1,1,0.960822,41.40901,861,0,IMPERA-MA500-IMP.T2-M,5597,IMP.T2-MA000
2361,5590,5591,5599,01,0.000,0.000,1,1,1,0.957739,41.44112,861,0,IMPERA-MA500-IMP.T1-M,5598,IMP.T1-MA000
2362,5591,44077,44078,01,0.000,0.000,1,1,1,0.999761,41.54552,863,0,IMPERA-MA230-IZ--T2-M,44076,IZ--T2-MA000
2363,5591,5596,44075,01,0.000,0.000,1,1,1,0.998466,41.54552,863,0,IMPERA-MA230-IZ--T1-M,44079,IZ--T1-MA000
2364,5594,5595,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,ESTREI-MA500-ESTREIUH,,
2365,5601,5603,0,01,0.000,0.000,1,1,0,0.000000,0.00000,863,0,P.FRAN-MA230-P.FRAN-M,,
2366,5601,5603,0,02,0.000,0.000,1,1,0,0.000000,0.00000,863,0,P.FRAN-MA230-P.FRAN-M,,
2367,5601,5603,0,03,0.000,0.000,1,1,0,0.000000,0.00000,863,0,P.FRAN-MA230-P.FRAN-M,,
2368,5601,5602,6605,03,0.000,0.000,1,1,1,1.015977,37.38148,863,0,P.FRAN-MA230-P.FRA3-M,5604,P.FRA3-MA000
2369,5601,5602,5607,01,0.000,0.000,1,1,1,1.016795,37.41095,863,0,P.FRAN-MA230-P.FRA1-M,5606,P.FRA1-MA000
2370,5601,5602,5605,02,0.000,0.000,1,1,1,1.016535,37.40179,863,0,P.FRAN-MA230-P.FRA2-M,5608,P.FRA2-MA000
2371,5610,5609,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,P.ITAQUTE000-PITAQUUT,,
2372,5611,5613,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,TAUA2--CE230-TAUA2--C,,
2373,5611,5613,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,TAUA2--CE230-TAUA2--C,,
2374,5611,9524,0,05,0.000,0.000,1,1,0,0.000000,0.00000,762,0,TAUA2--CE230-TAUA2-CE,,
2375,5621,5623,0,03,0.000,0.000,1,1,0,0.000000,0.00000,742,0,COREMA-PB230-COREMA-P,,
2376,5621,5623,5625,01,0.000,0.000,1,1,1,0.982990,49.58084,742,0,COREMA-PB230-CMAT1--P,5624,CMAT1--PB000
2377,5621,5623,5627,02,0.000,0.000,1,1,1,0.983581,49.73623,742,0,COREMA-PB230-CMAT2--P,5626,CMAT2--PB000
2378,5630,5632,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,EDWIGE-PI138-EDWIGE-P,,
2379,5631,5633,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ICO----CE230-ICO----C,,
2380,5631,5633,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ICO----CE230-ICO----C,,
2381,5631,5633,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,ICO----CE230-ICO----C,,
2382,5641,5643,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PICI2--CE230-PICI2--C,,
2383,5641,5643,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PICI2--CE230-PICI2--C,,
2384,5641,5643,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PICI2--CE230-PICI2--C,,
2385,5641,5643,0,04,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PICI2--CE230-PICI2--C,,
2386,5641,5643,0,05,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PICI2--CE230-PICI2--C,,
2387,5649,5642,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-PARNIVUT,,
2388,5649,5646,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-MAR3-GUT,,
2389,5649,5647,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-MARIV-UT,,
2390,5649,5648,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-MARV--UT,,
2391,5649,5650,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-NVNC2-UT,,
2392,5649,5815,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-MAR3-VUT,,
2393,5649,8159,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PARNAI-MA500-PARNV-UT,,
2394,5651,5653,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,CAUIPE-CE230-CAUIPE-C,,
2395,5651,5653,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,CAUIPE-CE230-CAUIPE-C,,
2396,5651,5653,0,03,0.000,0.000,1,1,0,0.000000,0.00000,762,0,CAUIPE-CE230-CAUIPE-C,,
2397,5651,5660,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,CAUIPE-CE230-TERMOCUT,,
2398,5652,5654,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,UTE_FOUTE000-T.FTZGUT,,
2399,5652,5655,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,UTE_FOUTE000-T.FTZVUT,,
2400,5656,5658,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PPC1--UTE000-PPECEMUT,,
2401,5656,5659,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PPC1--UTE000-PPD---UT,,
2402,5669,5670,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,VERONI-PI138-VERONI-P,,
2403,5671,5673,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PICOS--PI230-PICOS--P,,
2404,5671,5673,0,03,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PICOS--PI230-PICOS--P,,
2405,5671,5673,0,04,0.000,0.000,1,1,0,0.000000,0.00000,772,0,PICOS--PI230-PICOS--P,,
2406,5671,5673,5675,02,0.000,0.000,1,1,1,1.004608,59.28369,772,0,PICOS--PI230-PICT2--P,5674,PICT2--PI000
2407,5679,5734,7251,03,0.000,0.000,1,1,1,1.019456,56.98584,771,0,PNBIII-PI500-PNB5T1-P,7249,PNB5T1-PI000
2408,5679,5734,7252,04,0.000,0.000,1,1,1,1.019456,56.98584,771,0,PNBIII-PI500-PNB5T2-P,7250,PNB5T2-PI000
2409,5679,9525,0,10,0.000,0.000,1,1,0,0.000000,0.00000,771,0,PNBIII-PI500-PNB3--CE,,
2410,5681,5683,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,E.MART-PI230-E.MART-P,,
2411,5681,5683,0,02,0.000,0.000,1,1,0,0.000000,0.00000,772,0,E.MART-PI230-E.MART-P,,
2412,5681,9526,0,03,0.000,0.000,1,1,0,0.000000,0.00000,772,0,E.MART-PI230-EMART-CE,,
2413,5685,5687,8675,01,0.000,0.000,1,1,1,1.000020,48.21076,862,0,CPDNH2-MA230-CHD-T1-M,8670,CHD-T1-MA000
2414,5685,5687,8678,02,0.000,0.000,1,1,1,1.000062,48.21171,862,0,CPDNH2-MA230-CHD-T2-M,8677,CHD-T2-MA000
2415,5688,5689,8992,01,0.000,0.000,1,1,1,1.064648,52.84965,861,0,SLUIS4-MA500-SL4AT1-M,8990,SL4AT1-MA000
2416,5688,5689,8993,02,0.000,0.000,1,1,1,1.064648,52.84965,861,0,SLUIS4-MA500-SL4AT2-M,8991,SL4AT2-MA000
2417,5578,5689,8996,01,0.000,0.000,1,1,1,0.972146,51.22555,862,0,SL4-T1-MA000-SLUIS4-M,8994,SL4-T1-MA000
2418,5578,5689,8997,02,0.000,0.000,1,1,1,0.972146,51.22555,862,0,SL4-T2-MA000-SLUIS4-M,8995,SL4-T2-MA000
2419,5690,5746,0,01,0.000,0.000,1,1,0,0.000000,0.00000,764,0,CSP----CE230-CSP---UT,,
2420,5690,5799,0,01,0.000,0.000,1,1,0,0.000000,0.00000,764,0,CSP----CE230-CSP---UT,,
2421,5691,5693,0,01,0.000,0.000,1,1,0,0.000000,0.00000,862,0,SLUIS3-MA230-SLUIS3-M,,
2422,5691,5693,44020,02,0.000,0.000,1,1,1,0.972639,49.73536,862,0,SLUIS3-MA230-SLT-T2-M,44019,SLT-T2-MA000
2423,5691,5693,44152,03,0.000,0.000,1,1,1,0.972825,49.33684,862,0,SLUIS3-MA230-SLT-T3-M,44151,SLT-T3-MA000
2424,5695,6712,0,01,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PNEVES-MA500-PNEVES-M,,
2425,5695,6712,0,02,0.000,0.000,1,1,0,0.000000,0.00000,861,0,PNEVES-MA500-PNEVES-M,,
2426,5696,5697,0,01,0.000,0.000,1,1,0,0.000000,0.00000,866,0,SUZANO-MA230-SUZANO-M,,
2427,5697,5698,0,01,0.000,0.000,1,1,0,0.000000,0.00000,866,0,SUZANO-MA034-SUZAN-UT,,
2428,5697,5698,0,02,0.000,0.000,1,1,0,0.000000,0.00000,866,0,SUZANO-MA034-SUZAN-UT,,
2429,5699,44950,44952,01,0.000,0.000,1,1,1,1.007200,58.28760,771,0,LVENT3-PI500-LVE311-P,44949,LVE311-PI000
2430,5699,44954,44956,02,0.000,0.000,1,1,1,0.945362,77.79640,771,0,LVENT3-PI500-LVE321-P,44953,LVE321-PI000
2431,5699,45629,0,03,0.000,0.000,1,1,0,0.000000,0.00000,771,0,LVENT3-PI500-LVEN5A4P,,
2432,5699,45638,0,04,0.000,0.000,1,1,0,0.000000,0.00000,771,0,LVENT3-PI500-LVEN5B4P,,
2433,5701,5703,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,C.DANT-BA230-C.DANT-B,,
2434,5701,5703,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,C.DANT-BA230-C.DANT-B,,
2435,5701,5703,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,C.DANT-BA230-C.DANT-B,,
2436,5711,5713,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ITABAI-SE230-ITABAI-S,,
2437,5711,5713,5715,01,0.000,0.000,1,1,1,1.013651,41.69448,712,0,ITABAI-SE230-ITBT1--S,5718,ITBT1--SE000
2438,5711,5713,5717,02,0.000,0.000,1,1,1,1.013614,41.65546,712,0,ITABAI-SE230-ITBT2--S,5719,ITBT2--SE000
2439,5713,5716,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,ITABAI-SE069-ITBTIP-S,,
2440,5713,5716,0,02,0.000,0.000,1,1,0,0.000000,0.00000,713,0,ITABAI-SE069-ITBTIP-S,,
2441,5713,5716,0,03,0.000,0.000,1,1,0,0.000000,0.00000,713,0,ITABAI-SE069-ITBTIP-S,,
2442,5714,44475,44477,01,0.000,0.000,1,1,1,1.037012,51.35542,701,0,MSULD2-BA034-MSULT13B,44476,MSULT13BA000
2443,5720,5721,42347,06,0.000,0.000,1,1,1,1.081792,46.92834,711,0,JARDIM-SE500-JDM-T6-S,42346,JDM-T6-SE000
